                         Kia |                        2016 |               363767.314000 |                     3524578 |
                    Infiniti |                        2010 |               449345.889000 |                          55 |
                        Ford |                        2011 |               110886.441000 |                       17711 |
                        Ford |                        2011 |               117277.071000 |                       28657 |
                        Ford |                        2010 |               466663.260000 |                         233 |
               Mercedes-Benz |                        2013 |               191487.438000 |                    39088169 |
                         BMW |                        2012 |               370770.129000 |                     5702887 |
                         BMW |                        2018 |               246787.586000 |                          34 |
                   Chevrolet |                        2014 |               385273.683000 |                    24157817 |
                   Chevrolet |                        2011 |                81651.155000 |                         987 |
                      Nissan |                        2015 |               323698.301000 |                       75025 |
                   Chevrolet |                        2013 |               438206.196000 |                          21 |
                      Toyota |                        2018 |               281780.902000 |                         987 |
                      Jaguar |                        2013 |               400960.097000 |                           0 |
                       Dodge |                        2016 |               142091.273000 |                      317811 |
                  Volkswagen |                        2010 |               193326.841000 |                    63245986 |
                      Toyota |                        2018 |               299553.712000 |                        6765 |
                  Land Rover |                        2015 |               180341.557000 |                    14930352 |
                         BMW |                        2018 |               446958.771000 |                          34 |
                      Suzuki |                        2014 |               342440.265000 |                      317811 |
                      Toyota |                        2019 |               469215.478000 |                         377 |
                        Ford |                        2018 |               306722.270000 |                       10946 |
                       Dodge |                        2014 |               493711.854000 |                        4181 |
                        Audi |                        2016 |                83773.019000 |                        1597 |
                    Cadillac |                        2014 |               404168.464000 |                           1 |
                       Dodge |                        2011 |               324118.951000 |                       75025 |
                        Ford |                        2010 |               172439.699000 |                     5702887 |
                        Ford |                        2013 |               202040.566000 |                           0 |
                       Isuzu |                        2019 |                71089.111000 |                         377 |
                    Plymouth |                        2016 |                28847.500000 |                           8 |
                    Cadillac |                        2010 |               305847.369000 |                       10946 |
                    Maserati |                        2010 |               278257.689000 |                         987 |
                     Pontiac |                        2017 |               443275.115000 |                          34 |
                      Toyota |                        2019 |                80504.338000 |                         987 |
                     Bentley |                        2019 |               216174.055000 |                           2 |
                      Suzuki |                        2019 |               116579.963000 |                       28657 |
                      Nissan |                        2017 |               343642.027000 |                      514229 |
                       Acura |                        2018 |               116629.155000 |                       28657 |
                  Mitsubishi |                        2013 |                59328.539000 |                         144 |
                       Dodge |                        2012 |               439554.967000 |                          21 |
                       Isuzu |                        2011 |               385888.728000 |                    24157817 |
                    Cadillac |                        2018 |               484447.224000 |                        1597 |
                     Mercury |                        2013 |               470384.275000 |                         377 |
                  Land Rover |                        2014 |               106548.187000 |                       10946 |
                  Volkswagen |                        2015 |                75853.129000 |                         610 |
                        Ford |                        2011 |               168404.791000 |                     5702887 |
                      Subaru |                        2017 |               229687.849000 |                           8 |
                       Acura |                        2012 |                75537.384000 |                         610 |
                 Rolls-Royce |                        2012 |               192821.579000 |                    39088169 |
                     Bentley |                        2016 |               432461.947000 |                           8 |
                        Ford |                        2011 |               128698.110000 |                      121393 |
                     Lincoln |                        2014 |                30270.839000 |                           8 |



                                                  Atfiltruoti duomenis
------------------------------------------------------------------------------------------------------------------------
                  Gamintojas |            Pagaminimo metai |                        Rida |            Filtravimo numeris
------------------------------------------------------------------------------------------------------------------------
                        Ford |                        2013 |               202040.566000 |                           0 |
                      Jaguar |                        2013 |               400960.097000 |                           0 |
                       Dodge |                        2018 |                10515.401000 |                           1 |
                    Cadillac |                        2014 |               404168.464000 |                           1 |
                     Bentley |                        2019 |               216174.055000 |                           2 |
                       Volvo |                        2011 |               413319.307000 |                           2 |
                       Mazda |                        2015 |               217811.844000 |                           2 |
                     Lincoln |                        2017 |               419579.661000 |                           3 |
                 Rolls-Royce |                        2011 |               227100.405000 |                           5 |
                      Saturn |                        2014 |                24640.136000 |                           5 |
                    Infiniti |                        2010 |               432056.845000 |                           8 |
                      Subaru |                        2017 |               229687.849000 |                           8 |
                         GMC |                        2014 |                30682.691000 |                           8 |
                  Mitsubishi |                        2017 |               229623.528000 |                           8 |
                    Plymouth |                        2016 |                28847.500000 |                           8 |
                     Bentley |                        2016 |               432461.947000 |                           8 |
                     Lincoln |                        2014 |                30270.839000 |                           8 |
                  Mitsubishi |                        2013 |               437427.235000 |                          13 |
                   Chevrolet |                        2010 |                35566.921000 |                          13 |
                        Ford |                        2019 |               237723.529000 |                          13 |
               Mercedes-Benz |                        2017 |               440400.025000 |                          21 |
                       Dodge |                        2012 |               439554.967000 |                          21 |
                    Chrysler |                        2018 |               441560.683000 |                          21 |
                       Lexus |                        2012 |               241113.034000 |                          21 |
                   Chevrolet |                        2013 |               438206.196000 |                          21 |
                     Pontiac |                        2017 |               443275.115000 |                          34 |
                         BMW |                        2018 |               446958.771000 |                          34 |
                   Chevrolet |                        2010 |                45750.560000 |                          34 |
                         BMW |                        2018 |               246787.586000 |                          34 |
                   Chevrolet |                        2017 |                51082.695000 |                          55 |
                    Infiniti |                        2010 |               449345.889000 |                          55 |
                        Ford |                        2019 |               253777.843000 |                          89 |
                  Mitsubishi |                        2013 |                59328.539000 |                         144 |
                       Mazda |                        2019 |               260200.465000 |                         144 |
                        Ford |                        2010 |               466663.260000 |                         233 |
                      Nissan |                        2013 |               268429.671000 |                         377 |
                      Toyota |                        2019 |               469215.478000 |                         377 |
                       Isuzu |                        2019 |                71089.111000 |                         377 |
                     Mercury |                        2013 |               470384.275000 |                         377 |
                      Toyota |                        2014 |                72495.528000 |                         377 |
                     Hyundai |                        2010 |               474354.376000 |                         610 |
                  Volkswagen |                        2015 |                75853.129000 |                         610 |
                       Acura |                        2012 |                75537.384000 |                         610 |
                   Chevrolet |                        2016 |               276393.984000 |                         610 |
                    Maserati |                        2010 |               278257.689000 |                         987 |
                      Toyota |                        2019 |                80504.338000 |                         987 |
                       Honda |                        2017 |               280252.419000 |                         987 |
                   Chevrolet |                        2011 |                81651.155000 |                         987 |
                      Toyota |                        2018 |               281780.902000 |                         987 |
                        Audi |                        2016 |                83773.019000 |                        1597 |
                    Cadillac |                        2018 |               484447.224000 |                        1597 |
                       Volvo |                        2013 |                90485.335000 |                        2584 |
                  Land Rover |                        2019 |                91760.488000 |                        2584 |
                        Ford |                        2015 |               294886.065000 |                        4181 |
                       Dodge |                        2014 |               493711.854000 |                        4181 |
                      Toyota |                        2018 |               299553.712000 |                        6765 |
                       Mazda |                        2012 |               300975.000000 |                        6765 |
                    Cadillac |                        2010 |               305847.369000 |                       10946 |
                         BMW |                        2017 |               307232.035000 |                       10946 |
                  Land Rover |                        2014 |               106548.187000 |                       10946 |
                        Ford |                        2018 |               306722.270000 |                       10946 |
                  Volkswagen |                        2017 |               311942.994000 |                       17711 |
                        Ford |                        2011 |               110886.441000 |                       17711 |
                      Suzuki |                        2019 |               116579.963000 |                       28657 |
                       Acura |                        2018 |               116629.155000 |                       28657 |
                      Suzuki |                        2013 |               316755.367000 |                       28657 |
                        Ford |                        2011 |               117277.071000 |                       28657 |
                     Pontiac |                        2015 |               114190.696000 |                       28657 |
                        Ford |                        2016 |               121759.182000 |                       46368 |



