                      Subaru |                        2017 |               229687.849000 |                      196418 |
                       Acura |                        2012 |                75537.384000 |                         377 |
                 Rolls-Royce |                        2012 |               192821.579000 |                     9227465 |
                     Bentley |                        2016 |               432461.947000 |                       28657 |
                        Ford |                        2011 |               128698.110000 |                        4181 |
                     Lincoln |                        2014 |                30270.839000 |                           0 |



                                                           Rezultatas:
------------------------------------------------------------------------------------------------------------------------
                  Gamintojas |            Pagaminimo metai |                        Rida |            Filtravimo numeris
------------------------------------------------------------------------------------------------------------------------
                      Nissan |                        2013 |               268429.671000 |                           0 |
                     Lincoln |                        2014 |                30270.839000 |                           0 |
                       Dodge |                        2018 |                10515.401000 |                           1 |
                       Lexus |                        2012 |               241113.034000 |                           1 |
                      Toyota |                        2018 |               281780.902000 |                           1 |
                         BMW |                        2018 |               446958.771000 |                           1 |
                      Suzuki |                        2019 |               116579.963000 |                           1 |
                        Ford |                        2013 |               202040.566000 |                           2 |
                         GMC |                        2013 |               148959.071000 |                           2 |
                   Chevrolet |                        2010 |                35566.921000 |                           2 |
                    Maserati |                        2019 |               195228.309000 |                           3 |
                    Cadillac |                        2010 |               305847.369000 |                           3 |
                     Pontiac |                        2015 |               114190.696000 |                           5 |
                        Ford |                        2016 |               121759.182000 |                           5 |
                    Chrysler |                        2018 |               441560.683000 |                           5 |
                  Volkswagen |                        2017 |               311942.994000 |                           5 |
                        Ford |                        2011 |               168404.791000 |                           5 |
                   Chevrolet |                        2013 |               438206.196000 |                           8 |
                   Chevrolet |                        2017 |                51082.695000 |                           8 |
                        Ford |                        2011 |               110886.441000 |                          13 |
                      Jaguar |                        2013 |               400960.097000 |                          13 |
                         GMC |                        2014 |                30682.691000 |                          13 |
               Mercedes-Benz |                        2012 |               344558.191000 |                          13 |
                      Toyota |                        2019 |                80504.338000 |                          13 |
                         BMW |                        2012 |               370770.129000 |                          21 |
                   Chevrolet |                        2013 |               195929.932000 |                          34 |
                   Chevrolet |                        2011 |                81651.155000 |                          34 |
                    Cadillac |                        2014 |               404168.464000 |                          34 |
                   Chevrolet |                        2015 |               371087.911000 |                          34 |
                       Mazda |                        2016 |               357117.877000 |                          55 |
                  Land Rover |                        2010 |               392244.148000 |                          55 |
                        Ford |                        2018 |               306722.270000 |                          55 |
                      Suzuki |                        2013 |               316755.367000 |                          89 |
                        Ford |                        2015 |               294886.065000 |                          89 |
                        Ford |                        2019 |               237723.529000 |                         144 |
                    Cadillac |                        2018 |               484447.224000 |                         144 |
                       Isuzu |                        2011 |               385888.728000 |                         144 |
                     Pontiac |                        2017 |               443275.115000 |                         144 |
               Mercedes-Benz |                        2017 |               440400.025000 |                         377 |
                  Volkswagen |                        2010 |               380678.708000 |                         377 |
                       Acura |                        2012 |                75537.384000 |                         377 |
                        Audi |                        2016 |                83773.019000 |                         377 |
                       Mazda |                        2013 |               336965.662000 |                         610 |
                        Audi |                        2014 |               383976.067000 |                         610 |
                      Toyota |                        2018 |               299553.712000 |                         610 |
                       Dodge |                        2016 |               142091.273000 |                         610 |
                  Land Rover |                        2019 |                91760.488000 |                         610 |
                       Volvo |                        2011 |               413319.307000 |                         987 |
                       Mazda |                        2019 |               260200.465000 |                         987 |
               Mercedes-Benz |                        2013 |               191487.438000 |                        1597 |
                      Suzuki |                        2014 |               342440.265000 |                        1597 |
                      Nissan |                        2017 |               343642.027000 |                        1597 |
                      Saturn |                        2014 |                24640.136000 |                        1597 |
                         Kia |                        2016 |               363767.314000 |                        2584 |
                  Mitsubishi |                        2013 |                59328.539000 |                        2584 |
                        Ford |                        2011 |               128698.110000 |                        4181 |
                     Bentley |                        2019 |               216174.055000 |                        4181 |
                    Infiniti |                        2010 |               432056.845000 |                        4181 |
                       Honda |                        2017 |               280252.419000 |                       10946 |
                       Isuzu |                        2019 |                71089.111000 |                       10946 |
                  Volkswagen |                        2010 |               193326.841000 |                       17711 |
                        Ford |                        2013 |               358739.481000 |                       17711 |
                       Mazda |                        2015 |               217811.844000 |                       28657 |
                        Ford |                        2010 |               466663.260000 |                       28657 |
                    Plymouth |                        2016 |                28847.500000 |                       28657 |
                     Bentley |                        2016 |               432461.947000 |                       28657 |
                       Mazda |                        2012 |               300975.000000 |                       46368 |
                       Volvo |                        2013 |                90485.335000 |                       46368 |
                         GMC |                        2018 |               349375.582000 |                       46368 |
                    Maserati |                        2010 |               278257.689000 |                       46368 |



